1	0
2	1
3	2
4	3
5	4
8	5
10	6
11	7
12	8
13	9
14	10
15	11
17	12
18	13
19	14
20	15
21	16
25	17
27	18
29	19
30	20
31	21
32	22
33	23
35	24
37	25
39	26
42	27
44	28
46	29
49	30
50	31
52	32
53	33
54	34
56	35
60	36
62	37
63	38
65	39
66	40
67	41
70	42
72	43
75	44
77	45
78	46
79	47
80	48
81	49
82	50
83	51
84	52
85	53
86	54
87	55
90	56
92	57
93	58
96	59
99	60
100	61
102	62
104	63
105	64
106	65
107	66
109	67
112	68
114	69
115	70
116	71
117	72
118	73
120	74
121	75
123	76
126	77
127	78
128	79
131	80
133	81
134	82
135	83
136	84
138	85
141	86
143	87
144	88
146	89
147	90
148	91
150	92
152	93
153	94
155	95
156	96
157	97
158	98
159	99
160	100
161	101
162	102
164	103
166	104
167	105
168	106
169	107
170	108
172	109
173	110
174	111
176	112
177	113
180	114
181	115
182	116
183	117
186	118
188	119
193	120
195	121
196	122
197	123
198	124
199	125
200	126
202	127
203	128
204	129
205	130
206	131
207	132
208	133
209	134
212	135
213	136
215	137
216	138
218	139
220	140
223	141
224	142
226	143
227	144
228	145
230	146
232	147
233	148
234	149
235	150
239	151
241	152
243	153
244	154
245	155
246	156
247	157
248	158
249	159
250	160
252	161
253	162
254	163
255	164
257	165
258	166
260	167
263	168
265	169
266	170
267	171
271	172
272	173
273	174
276	175
278	176
279	177
280	178
282	179
283	180
284	181
285	182
286	183
287	184
288	185
290	186
291	187
292	188
293	189
294	190
295	191
296	192
298	193
300	194
301	195
302	196
305	197
306	198
307	199
308	200
309	201
310	202
311	203
312	204
313	205
314	206
316	207
317	208
318	209
320	210
321	211
322	212
324	213
325	214
327	215
329	216
330	217
331	218
333	219
334	220
337	221
338	222
342	223
343	224
344	225
346	226
347	227
348	228
349	229
351	230
352	231
354	232
355	233
356	234
357	235
358	236
359	237
365	238
366	239
368	240
369	241
370	242
372	243
373	244
374	245
376	246
379	247
380	248
381	249
383	250
385	251
386	252
387	253
388	254
391	255
392	256
393	257
394	258
395	259
396	260
398	261
399	262
400	263
404	264
406	265
407	266
409	267
410	268
411	269
413	270
414	271
415	272
417	273
419	274
420	275
424	276
426	277
427	278
428	279
429	280
431	281
432	282
433	283
434	284
435	285
436	286
437	287
438	288
441	289
443	290
444	291
446	292
449	293
450	294
451	295
452	296
455	297
458	298
460	299
462	300
464	301
465	302
466	303
468	304
469	305
470	306
471	307
472	308
475	309
476	310
477	311
478	312
479	313
480	314
482	315
485	316
486	317
487	318
488	319
490	320
492	321
493	322
494	323
495	324
496	325
500	326
502	327
503	328
506	329
507	330
508	331
509	332
510	333
512	334
513	335
514	336
515	337
516	338
517	339
518	340
519	341
520	342
522	343
523	344
524	345
525	346
526	347
527	348
529	349
532	350
535	351
536	352
538	353
539	354
540	355
541	356
542	357
543	358
544	359
546	360
547	361
548	362
551	363
553	364
554	365
555	366
556	367
558	368
559	369
562	370
565	371
566	372
567	373
568	374
570	375
572	376
573	377
574	378
577	379
580	380
581	381
584	382
585	383
589	384
590	385
591	386
593	387
597	388
598	389
600	390
601	391
602	392
606	393
609	394
610	395
611	396
612	397
615	398
616	399
617	400
618	401
619	402
620	403
621	404
623	405
624	406
626	407
628	408
629	409
631	410
632	411
633	412
634	413
635	414
637	415
638	416
639	417
641	418
642	419
643	420
